retrieved_context,question,reference,response,faithfullness,answer_relevance,answer_correctness
"[Chunk 1]
الأماكن: اقصى شرقي العالم
النص: أطلق الصينيون على البلاد اسم أرض مشرق - منبع - الشمس ، وهذا لوقوعها في أقصى شرقي العالم المأهول آنذاك

[Chunk 2]
الأماكن: اليابان
النص: اليابان ( باليابانية وتنطق نيون \ نيهون ، ومعناها مصدر الشمس أو مشرق الشمس ، من

[Chunk 3]
الأماكن: اليابان
النص: اليابان ( باليابانية وتنطق نيون \ نيهون استمع ، ومعناها مصدر الشمس أو مشرق الشمس ، من",لمادا أطلق الصينيون على البلاد اسم أرض مشرق الشمس ؟,لوقوعها في أقصى شرقي العالم المأهول آنذاك .,لوقوعها في أقصى شرقي العالم المأهول آنذاك.,0.92,0.93,0.92
"[Chunk 1]
الأماكن: اليابان
النص: تتألف اليابان من 47 محافظة ويمكن تقسيم هذه المحافظات على أساس الخلفية الجغرافية والتاريخية إلى ثماني مناطق وهي

[Chunk 2]
الأماكن: اليابان
النص: تتكون اليابان من جزر عديدة ( حوالي ثلاثة آلاف جزيرة ) ، أربع من هذه الجزر تعد الأهم والأكبر على الإطلاق ، وهي على التوالي ( من الجنوب إلى الشمال )

[Chunk 3]
النص: قسم البلاد إلى 14 مديرية بجانب محافظات حضرية وقسمت كل مديرية إلى عدة مراكز كما هو معمول الآن",كم من محافظة في اليابان ؟,47 محافظة .,47 محافظة.,0.93,0.91,0.91
"[Chunk 1]
الأشخاص: ر المختار، عمر بن مختار بن عمر المنفي الهلالي
الأماكن: بادية برقة، بيت فرحات، ليبيا
التواريخ: 16 سبتمبر 1931، 20 اغسطس 1858
النص: السيد عمر بن مختار بن عمر المنفي الهلالي ( 20 أغسطس 1858 - 16 سبتمبر 1931 ) ، الشهير بعمر المختار ، الملقب بشيخ الشهداء ، وشيخ المجاهدين ، وأسد الصحراء ، هو قائد أدوار السنوسية في ليبيا ، وأحد أشهر المقاومين العرب والمسلمين ينتمي إلى بيت فرحات من قبيلة منفة الهلالية التي تنتقل في بادية برقة

[Chunk 2]
الأشخاص: ر المختار، عمر بن مختار بن عمر المنفي الهلالي
الأماكن: ليبيا
التواريخ: 16 سبتمبر 1931، 20 اغسطس 1858
النص: السيد عمر بن مختار بن عمر المنفي الهلالي ( 20 أغسطس 1858 - 16 سبتمبر 1931 ) ، الشهير بعمر المختار ، الملقب بشيخ الشهداء ، وشيخ المجاهدين ، وأسد الصحراء ، هو قائد أدوار السنوسية في ليبيا ، وأحد أشهر المقاومين العرب والمسلمين .

[Chunk 3]
الأشخاص: عثمان
التواريخ: 6 نوفمبر 14، 7 سبتمبر 15
النص: 6 نوفمبر 1494 بطرابزون ، وفاة 7 سبتمبر 1566 بسيكتوار ) ، عاشر السلاطين العثمانيين وخليفة المسلمين الثمانون ، وثاني من حمل لقب "" أمير المؤمنين "" من آل عثمان",متى ولد عمر المختار ؟,( 20 أغسطس 1858,20 أغسطس 1858.,0.93,0.92,0.92
"[Chunk 1]
الأشخاص: ر المختار، عمر بن مختار بن عمر المنفي الهلالي
الأماكن: بادية برقة، بيت فرحات، ليبيا
التواريخ: 16 سبتمبر 1931، 20 اغسطس 1858
النص: السيد عمر بن مختار بن عمر المنفي الهلالي ( 20 أغسطس 1858 - 16 سبتمبر 1931 ) ، الشهير بعمر المختار ، الملقب بشيخ الشهداء ، وشيخ المجاهدين ، وأسد الصحراء ، هو قائد أدوار السنوسية في ليبيا ، وأحد أشهر المقاومين العرب والمسلمين ينتمي إلى بيت فرحات من قبيلة منفة الهلالية التي تنتقل في بادية برقة

[Chunk 2]
الأشخاص: ر المختار، عمر بن مختار بن عمر المنفي الهلالي
الأماكن: ليبيا
التواريخ: 16 سبتمبر 1931، 20 اغسطس 1858
النص: السيد عمر بن مختار بن عمر المنفي الهلالي ( 20 أغسطس 1858 - 16 سبتمبر 1931 ) ، الشهير بعمر المختار ، الملقب بشيخ الشهداء ، وشيخ المجاهدين ، وأسد الصحراء ، هو قائد أدوار السنوسية في ليبيا ، وأحد أشهر المقاومين العرب والمسلمين .

[Chunk 3]
الأشخاص: فاطمة بنت ربيعة، كليب
الأماكن: بني اسد
النص: ولد في نجد لقبيلة كندة اليمنية ، نشأ مترفا ميالا للترف كان أبوه حجر ملكا على بني أسد وغطفان ، وأمه هي فاطمة بنت ربيعة أخت كليب والشاعر المهلهل التغلبيين ، تعلم الشعر منذ صغره من خاله المهلهل ، ولم يكف عن تنظيم الشعر الإباحي ومخالطة الصعاليك بالرغم من نهي والده له بذلك ، فطرده إلى موطن قبيلته دمون بحضرموت عندما كان في العشرين من عمره ، فما إن قضى فيها 5 سنوات حتى مضى سائرا في بلاد العرب مع أصحابه ، ساعيا وراء اللهو والعبث والغزو والطرب",من هو والد عمر المختار ؟,عمر المنفي الهلالي,بن عمر المنفي الهلالي.,0.73,0.93,0.91
"[Chunk 1]
الأشخاص: عمر المختار
النص: حارب عمر المختار الإيطاليين منذ كان عمره 53 عاما لأكثر من عشرين عاما في عدد كبير من المعارك ، إلى أن قبض عليه من قبل الجنود الطليان ، وأجريت له محاكمة صورية انتهت بإصدار حكم بإعدامه شنقا ، فنفذت فيه العقوبة على الرغم من أنه كان كبير السن ومريضا ، فقد بلغ في حينها 73 عاما وعانى من الحمى

[Chunk 2]
الأشخاص: ر المختار، عمر بن مختار بن عمر المنفي الهلالي
الأماكن: ليبيا
التواريخ: 16 سبتمبر 1931، 20 اغسطس 1858
النص: السيد عمر بن مختار بن عمر المنفي الهلالي ( 20 أغسطس 1858 - 16 سبتمبر 1931 ) ، الشهير بعمر المختار ، الملقب بشيخ الشهداء ، وشيخ المجاهدين ، وأسد الصحراء ، هو قائد أدوار السنوسية في ليبيا ، وأحد أشهر المقاومين العرب والمسلمين .

[Chunk 3]
الأشخاص: ر المختار، عمر بن مختار بن عمر المنفي الهلالي
الأماكن: بادية برقة، بيت فرحات، ليبيا
التواريخ: 16 سبتمبر 1931، 20 اغسطس 1858
النص: السيد عمر بن مختار بن عمر المنفي الهلالي ( 20 أغسطس 1858 - 16 سبتمبر 1931 ) ، الشهير بعمر المختار ، الملقب بشيخ الشهداء ، وشيخ المجاهدين ، وأسد الصحراء ، هو قائد أدوار السنوسية في ليبيا ، وأحد أشهر المقاومين العرب والمسلمين ينتمي إلى بيت فرحات من قبيلة منفة الهلالية التي تنتقل في بادية برقة",كم كان عمر عمر المختار عندما حارب الايطاليين لأول مرة ؟,53 عاما,كان عمر عمر المختار 53 عاما عندما حارب الإيطاليين منذ كان عمره 53 عاما.,0.93,0.93,0.93
"[Chunk 1]
المنظمات: الجمهورية اللبنانية
الأماكن: اسراييل، البحر الابيض المتوسط، الشرق الاوسط، سوريا، غرب القارة الاسيوية، لبنان، وفلسطين المحتلة
النص: لبنان أو ( رسميا الجمهورية اللبنانية ) ، هي دولة عربية واقعة في الشرق الأوسط في غرب القارة الآسيوية تحدها سوريا من الشمال والشرق ، وفلسطين المحتلة - إسرائيل من الجنوب ، وتطل من جهة الغرب على البحر الأبيض المتوسط

[Chunk 2]
المنظمات: اسراييل
الأماكن: الشمال الاوروبي، لبنان، والجنوب العربي، والشرق الاسيوي، والغرب الافريقي
النص: واجه لبنان منذ القدم تعدد الحضارات التي عبرت فيه أو احتلت أراضيه وذلك لموقعه الوسطي بين الشمال الأوروبي والجنوب العربي والشرق الآسيوي والغرب الأفريقي ، ويعد هذا الموقع المتوسط من أبرز الأسباب لتنوع الثقافات في لبنان ، وفي الوقت ذاته من الأسباب المؤدية للحروب والنزاعات على مر العصور تجلت بحروب أهلية ونزاع مصيري مع إسرائيل ويعود أقدم دليل على استيطان الإنسان في لبنان ونشوء حضارة على أرضه إلى أكثر من 7000 سنة

[Chunk 3]
الأماكن: الشرق الاوسط، غربي اسيا، وشبه جزيرة سيناء، ي افريقيا
النص: تقع في قلب الشرق الأوسط وتصل بين غربي آسيا وشمالي أفريقيا بوقوعها وشبه جزيرة سيناء عند نقطة التقاء القارتين",أين تقع لبنان ؟,في الشرق الأوسط في غرب القارة الآسيوية .,"تقع لبنان في غرب القارة الآسيوية، تحدها سوريا من الشمال والشرق، وفلسطين المحتلة - إسرائيل من الجنوب، وتطل من جهة الغرب على البحر الأبيض المتوسط.",0.91,0.93,0.72
"[Chunk 1]
المنظمات: اسراييل
الأماكن: الشمال الاوروبي، لبنان، والجنوب العربي، والشرق الاسيوي، والغرب الافريقي
النص: واجه لبنان منذ القدم تعدد الحضارات التي عبرت فيه أو احتلت أراضيه وذلك لموقعه الوسطي بين الشمال الأوروبي والجنوب العربي والشرق الآسيوي والغرب الأفريقي ، ويعد هذا الموقع المتوسط من أبرز الأسباب لتنوع الثقافات في لبنان ، وفي الوقت ذاته من الأسباب المؤدية للحروب والنزاعات على مر العصور تجلت بحروب أهلية ونزاع مصيري مع إسرائيل ويعود أقدم دليل على استيطان الإنسان في لبنان ونشوء حضارة على أرضه إلى أكثر من 7000 سنة

[Chunk 2]
الأماكن: سوريا، لبنان، وفلسطين
النص: في القدم ، سكن الفينيقيون أرض لبنان الحالية مع جزء من أرض سوريا وفلسطين ، وهؤلاء قوم ساميون اتخذوا من الملاحة والتجارة مهنة لهم ، وازدهرت حضارتهم طيلة 2500 سنة تقريبا ( من حوالي سنة 3000 حتى سنة 539 ق

[Chunk 3]
المنظمات: زنطيين
الأماكن: لبنان
النص: م ) وقد مرت على لبنان عدة حضارات وشعوب استقرت فيه منذ عهد الفينيقين ، مثل المصريين القدماء ، الآشوريين ، الفرس ، الإغريق ، الرومان ، الروم البيزنطيين ، العرب ، الصليبيين ، الأتراك العثمانيين ، فالفرنسيين",مادا واجه لبنان في القدم ؟,تعدد الحضارات,واجه لبنان منذ القدم تعدد الحضارات التي عبرت فيه أو احتلت أراضيه وذلك لموقعه الوسطي بين الشمال الأوروبي والجنوب العربي والشرق الآسيوي والغرب الأفريقي.,0.86,0.91,0.93
"[Chunk 1]
الأماكن: سوريا، لبنان، وفلسطين
النص: في القدم ، سكن الفينيقيون أرض لبنان الحالية مع جزء من أرض سوريا وفلسطين ، وهؤلاء قوم ساميون اتخذوا من الملاحة والتجارة مهنة لهم ، وازدهرت حضارتهم طيلة 2500 سنة تقريبا ( من حوالي سنة 3000 حتى سنة 539 ق

[Chunk 2]
المنظمات: زنطيين
الأماكن: لبنان
النص: م ) وقد مرت على لبنان عدة حضارات وشعوب استقرت فيه منذ عهد الفينيقين ، مثل المصريين القدماء ، الآشوريين ، الفرس ، الإغريق ، الرومان ، الروم البيزنطيين ، العرب ، الصليبيين ، الأتراك العثمانيين ، فالفرنسيين

[Chunk 3]
المنظمات: اسراييل
الأماكن: الشمال الاوروبي، لبنان، والجنوب العربي، والشرق الاسيوي، والغرب الافريقي
النص: واجه لبنان منذ القدم تعدد الحضارات التي عبرت فيه أو احتلت أراضيه وذلك لموقعه الوسطي بين الشمال الأوروبي والجنوب العربي والشرق الآسيوي والغرب الأفريقي ، ويعد هذا الموقع المتوسط من أبرز الأسباب لتنوع الثقافات في لبنان ، وفي الوقت ذاته من الأسباب المؤدية للحروب والنزاعات على مر العصور تجلت بحروب أهلية ونزاع مصيري مع إسرائيل ويعود أقدم دليل على استيطان الإنسان في لبنان ونشوء حضارة على أرضه إلى أكثر من 7000 سنة",من كان يسكن لبنان في القدم ؟,الفينيقيون,الفينيقيون.,0.93,0.91,0.92
"[Chunk 1]
المنظمات: الدولة العباسية
الأماكن: اسيا، بني سلجوق
النص: الدولة السلجوقية أو دولة بني سلجوق أو دولة السلاجقة العظام ( يطلق عليها الاسم الأخير لتمييزها عن دول السلاجقة اللاحقة التي ظهرت بعد تفككها وانهيارها ) هي واحدة من الدول الكبرى في تاريخ الإسلام وإقليم وسط آسيا ، لعبت دورا كبيرا في تاريخ الدولة العباسية والحروب الصليبية والصراع الإسلامي البيزنطي .

[Chunk 2]
المنظمات: العباسية
الأماكن: اسيا، بني سلجوق
النص: الدولة السلجوقية أو دولة بني سلجوق أو دولة السلاجقة العظام ( يطلق عليها الاسم الأخير لتمييزها عن دول السلاجقة اللاحقة التي ظهرت بعد تفككها وانهيارها ) هي واحدة من الدول الكبرى في تاريخ الإسلام وإقليم وسط آسيا ، لعبت دورا كبيرا في تاريخ الدولة العباسية والحروب الصليبية والصراع الإسلامي البيزنطي

[Chunk 3]
الأشخاص: غرل بك
المنظمات: الدولة السلجوقية، الدولة الغزنوية، للدولة السلجوقية
الأماكن: خراسان الكبرى
التواريخ: عام 1037 م
النص: ظهرت الدولة السلجوقية عندما قاد طغرل بك حفيد سلجوق حربا مع الدولة الغزنوية في إقليم خراسان الكبرى ، تمكن على إثرها من انتزاع مدينتي مرو ونيسابور في عام 1037 م ( 429 ه ) انتصر طغرل في العام ذاته بمعركته الكبرى مع الغزنويين ، وهي معركة داندقان ، التي كسرت شوكة دولة الغزنويين وأدت إلى الظهور الحقيقي للدولة السلجوقية",ماالاسم الدي يطلق على الدولة السلجوقية ؟,الاسم الأخير,الدولة السلجوقية أو دولة بني سلجوق أو دولة السلاجقة العظام.,0.92,0.91,0.5
"[Chunk 1]
الأشخاص: غرل بك
المنظمات: الدولة السلجوقية، الدولة الغزنوية، للدولة السلجوقية
الأماكن: خراسان الكبرى
التواريخ: عام 1037 م
النص: ظهرت الدولة السلجوقية عندما قاد طغرل بك حفيد سلجوق حربا مع الدولة الغزنوية في إقليم خراسان الكبرى ، تمكن على إثرها من انتزاع مدينتي مرو ونيسابور في عام 1037 م ( 429 ه ) انتصر طغرل في العام ذاته بمعركته الكبرى مع الغزنويين ، وهي معركة داندقان ، التي كسرت شوكة دولة الغزنويين وأدت إلى الظهور الحقيقي للدولة السلجوقية

[Chunk 2]
المنظمات: الدولة العباسية
الأماكن: اسيا، بني سلجوق
النص: الدولة السلجوقية أو دولة بني سلجوق أو دولة السلاجقة العظام ( يطلق عليها الاسم الأخير لتمييزها عن دول السلاجقة اللاحقة التي ظهرت بعد تفككها وانهيارها ) هي واحدة من الدول الكبرى في تاريخ الإسلام وإقليم وسط آسيا ، لعبت دورا كبيرا في تاريخ الدولة العباسية والحروب الصليبية والصراع الإسلامي البيزنطي .

[Chunk 3]
المنظمات: العباسية
الأماكن: اسيا، بني سلجوق
النص: الدولة السلجوقية أو دولة بني سلجوق أو دولة السلاجقة العظام ( يطلق عليها الاسم الأخير لتمييزها عن دول السلاجقة اللاحقة التي ظهرت بعد تفككها وانهيارها ) هي واحدة من الدول الكبرى في تاريخ الإسلام وإقليم وسط آسيا ، لعبت دورا كبيرا في تاريخ الدولة العباسية والحروب الصليبية والصراع الإسلامي البيزنطي",على يد من تأسست الدولة السلجوقية ؟,"على يد سلالة السلاجقة ،",ظهرت الدولة السلجوقية عندما قاد طغرل بك حفيد سلجوق حربا مع الدولة الغزنوية في إقليم خراسان الكبرى.,0.93,0.92,0.5
"[Chunk 1]
الأشخاص: ق بن دقاق
النص: ينتمي السلاجقة إلى قبيلة "" قنق "" إحدى العشائر المتزعمة لقبائل الغز التركية دخلت هذه العشيرة في الإسلام أثناء عهد زعيمها ومؤسس السلالة سلجوق بن دقاق سنة 960 م

[Chunk 2]
المنظمات: راك الاوغوز
النص: تأسست الدولة على يد سلالة السلاجقة ، وهي سلالة تركية تنحدر من قبيلة قنق التي تنتمي بدورها إلى مجموعة أتراك الأوغوز

[Chunk 3]
المنظمات: الدولة العباسية
الأماكن: اسيا، بني سلجوق
النص: الدولة السلجوقية أو دولة بني سلجوق أو دولة السلاجقة العظام ( يطلق عليها الاسم الأخير لتمييزها عن دول السلاجقة اللاحقة التي ظهرت بعد تفككها وانهيارها ) هي واحدة من الدول الكبرى في تاريخ الإسلام وإقليم وسط آسيا ، لعبت دورا كبيرا في تاريخ الدولة العباسية والحروب الصليبية والصراع الإسلامي البيزنطي .",الى أي قبيلة ينتمي السلاجقة ؟,"قبيلة "" قنق "" إحدى العشائر المتزعمة لقبائل الغز التركية .","ينتمي السلاجقة إلى قبيلة ""قنق"" إحدى العشائر المتزعمة لقبائل الغز التركية.",0.92,0.92,0.91
"[Chunk 1]
الأشخاص: وس الصغير
النص: التقويم الميلادي هو التقويم المستعمل مدنيا في أكثر دول العالم يسمى هذا التقويم في أغلب الدول العربية بالتقويم الميلادي لأن عد السنين فيه يبدأ من سنة ميلاد المسيح كما كان يعتقد واضع عد السنين وهو الراهب الأرمني دنيسيوس الصغير

[Chunk 2]
الأشخاص: س الثالث عشر
المنظمات: روما
التواريخ: القرن السادس عشر
النص: يسمى هذا التقويم في أغلب الدول العربية بالتقويم الميلادي لأن عد السنين فيه يبدأ من سنة ميلاد المسيح كما كان يعتقد واضع عد السنين وهو الراهب الأرمني دنيسيوس الصغير ويسمى بالتقويم الغريغوري نسبة إلى البابا غريغوريوس الثالث عشر بابا روما في القرن السادس عشر الذي قام بتعديل نظام الكبس في التقويم اليولياني ليصبح على النظام المتعارف عليه حاليا

[Chunk 3]
النص: السنة الميلادية سنة شمسية بمعنى أنها تمثل دورة كاملة للشمس في منازلها ، وهي مدة ( 365 2425 ) يوما ولذلك فالسنة الميلادية 365 يوما في السنة البسيطة و 366 في السنة الكبيسة ، وهي تتألف من 12 شهرا كان التقويم اليولياني أقل دقة حيث اعتبر أن السنة الشمسية 365 25 يوما",ما هو التقويم الميلادي ؟,التقويم الميلادي هو التقويم المستعمل مدنيا في أكثر دول العالم . يسمى,يسمى هذا التقويم في أغلب الدول العربية بالتقويم الميلادي لأن عد السنين فيه يبدأ من سنة ميلاد المسيح كما كان يعتقد واضع عد السنين وهو الراهب الأرمني دنيسيوس الصغير.,0.93,0.92,0.92
"[Chunk 1]
الأشخاص: وس الصغير
النص: التقويم الميلادي هو التقويم المستعمل مدنيا في أكثر دول العالم يسمى هذا التقويم في أغلب الدول العربية بالتقويم الميلادي لأن عد السنين فيه يبدأ من سنة ميلاد المسيح كما كان يعتقد واضع عد السنين وهو الراهب الأرمني دنيسيوس الصغير

[Chunk 2]
الأشخاص: س الثالث عشر
المنظمات: روما
التواريخ: القرن السادس عشر
النص: يسمى هذا التقويم في أغلب الدول العربية بالتقويم الميلادي لأن عد السنين فيه يبدأ من سنة ميلاد المسيح كما كان يعتقد واضع عد السنين وهو الراهب الأرمني دنيسيوس الصغير ويسمى بالتقويم الغريغوري نسبة إلى البابا غريغوريوس الثالث عشر بابا روما في القرن السادس عشر الذي قام بتعديل نظام الكبس في التقويم اليولياني ليصبح على النظام المتعارف عليه حاليا

[Chunk 3]
النص: السنة الميلادية سنة شمسية بمعنى أنها تمثل دورة كاملة للشمس في منازلها ، وهي مدة ( 365 2425 ) يوما ولذلك فالسنة الميلادية 365 يوما في السنة البسيطة و 366 في السنة الكبيسة ، وهي تتألف من 12 شهرا كان التقويم اليولياني أقل دقة حيث اعتبر أن السنة الشمسية 365 25 يوما",ما هو الاسم التاني للتقويم الميلادي ؟,بالتقويم الغريغوري,التقويم الغريغوري.,0.91,0.91,0.92
"[Chunk 1]
المنظمات: الدولة الرومانية
النص: كانت الدولة الرومانية تستخدم تقويما يتألف من عشرة أشهر ، ومنه جاءت تسمية أكثر الأشهر ، ثم استخدموا تقويما شمسي قمري حيث أن طول السنة فيه 354 يوما وعدد الأشهر 12 شهرا وعدد الأيام في الأشهر بين 29 و 30 ، وهذا يوافق السنة القمرية ، ثم في السنة التالية لها يضاف شهر طوله 22 أو 23 يوما على التعاقب فيكون طول السنة الكبيسة 376 أو 377 يوما

[Chunk 2]
الأماكن: روما
النص: وتكون متوسط حصيلة دورة أربع ( 354 +376+354 +377 ) تساوي 365 25 وهو ما يعادل طول السنة الشمسية ، ويعزى هذا التقويم للإمبراطور نوما الروماني ، ولكن هذا التقويم طاله التلاعب من قبل الكهنة والقياصرة ، فجعلوا بعض الشهور التي سميت على أسماء قياصرتهم 31 يوما على حساب الشهور الأخرى ، وكان عد السنين يبتدأ من سنة تأسيس مدينة روما عاصمة الإمبراطورية وهي سنة 753 ق م

[Chunk 3]
النص: السنة الميلادية سنة شمسية بمعنى أنها تمثل دورة كاملة للشمس في منازلها ، وهي مدة ( 365 2425 ) يوما ولذلك فالسنة الميلادية 365 يوما في السنة البسيطة و 366 في السنة الكبيسة ، وهي تتألف من 12 شهرا كان التقويم اليولياني أقل دقة حيث اعتبر أن السنة الشمسية 365 25 يوما",كم عدد الأشهر في التقويم الدي كانت تستخدمه الدولة الرومانية ؟,"عشرة أشهر ،",12 شهرا.,0.91,0.92,0.3
"[Chunk 1]
الأشخاص: ip er، رجب طيب اردوغان
المنظمات: البرلمان التركي، جمهورية تركيا، حزب العدالة والتنمية
الأماكن: اسطنبول
التواريخ: 1994 م، 1998، 24 يونيو 2018، 26 فبراير 1954، 28 اغسطس 2014 م، 9 يوليو 2018، اغسطس 2014، مارس 2003
النص: رجب طيب أردوغان ( بالتركية Recep Tayyip Erdoğan ) ( ولد في 26 فبراير 1954 ) ، هو رئيس جمهورية تركيا الثاني عشر والحالي منذ 28 أغسطس 2014 م ، ويعد أول رئيس تركي اختاره الشعب بطريق الاقتراع المباشر ، انتخب رئيسا للجمهورية مرة ثانية في انتخابات مبكرة في 24 يونيو 2018 وتسلم سلطاته في 9 يوليو 2018 ليصبح أول رئيس تركي يدشن النظام الرئاسي ورئيس وزراء تركيا من مارس 2003 حتى أغسطس 2014 وقبل هذا كان عمدة مدينة إسطنبول التركية من 1994 م إلى 1998 م ورئيس حزب العدالة والتنمية الذي يملك غالبية مقاعد البرلمان التركي

[Chunk 2]
الأشخاص: رجب طيب اردوغان
المنظمات: جمهورية تركيا
التواريخ: 24 يونيو 2018، 26 فبراير 1954، 28 اغسطس 2014 م، 9 يوليو 2018
النص: رجب طيب أردوغان ( بالتركية Recep Tayyip Erdoğan ) ( ولد في 26 فبراير 1954 ) ، هو رئيس جمهورية تركيا الثاني عشر والحالي منذ 28 أغسطس 2014 م ، ويعد أول رئيس تركي اختاره الشعب بطريق الاقتراع المباشر ، انتخب رئيسا للجمهورية مرة ثانية في انتخابات مبكرة في 24 يونيو 2018 وتسلم سلطاته في 9 يوليو 2018 ليصبح أول رئيس تركي يدشن النظام الرئاسي

[Chunk 3]
المنظمات: المحكمة الدستورية، مجلس النواب
التواريخ: 2 يونيو 2018، 8 يونيو 2014
النص: أدى اليمين الدستورية لولايته الرئاسية الأولى لمدة أربع سنوات أمام المحكمة الدستورية في 8 يونيو 2014 ، بينما أدى اليمين الدستورية لولايته الثانية أمام مجلس النواب في 2 يونيو 2018",رجب طيب أردوغان هو الرئيس رقم كم لتركيا ؟,رئيس جمهورية تركيا الثاني عشر,رئيس جمهورية تركيا الثاني عشر.,0.9,0.91,0.93
"[Chunk 1]
الأشخاص: ip er، رجب طيب اردوغان
المنظمات: البرلمان التركي، جمهورية تركيا، حزب العدالة والتنمية
الأماكن: اسطنبول
التواريخ: 1994 م، 1998، 24 يونيو 2018، 26 فبراير 1954، 28 اغسطس 2014 م، 9 يوليو 2018، اغسطس 2014، مارس 2003
النص: رجب طيب أردوغان ( بالتركية Recep Tayyip Erdoğan ) ( ولد في 26 فبراير 1954 ) ، هو رئيس جمهورية تركيا الثاني عشر والحالي منذ 28 أغسطس 2014 م ، ويعد أول رئيس تركي اختاره الشعب بطريق الاقتراع المباشر ، انتخب رئيسا للجمهورية مرة ثانية في انتخابات مبكرة في 24 يونيو 2018 وتسلم سلطاته في 9 يوليو 2018 ليصبح أول رئيس تركي يدشن النظام الرئاسي ورئيس وزراء تركيا من مارس 2003 حتى أغسطس 2014 وقبل هذا كان عمدة مدينة إسطنبول التركية من 1994 م إلى 1998 م ورئيس حزب العدالة والتنمية الذي يملك غالبية مقاعد البرلمان التركي

[Chunk 2]
الأشخاص: رجب طيب اردوغان
المنظمات: جمهورية تركيا
التواريخ: 24 يونيو 2018، 26 فبراير 1954، 28 اغسطس 2014 م، 9 يوليو 2018
النص: رجب طيب أردوغان ( بالتركية Recep Tayyip Erdoğan ) ( ولد في 26 فبراير 1954 ) ، هو رئيس جمهورية تركيا الثاني عشر والحالي منذ 28 أغسطس 2014 م ، ويعد أول رئيس تركي اختاره الشعب بطريق الاقتراع المباشر ، انتخب رئيسا للجمهورية مرة ثانية في انتخابات مبكرة في 24 يونيو 2018 وتسلم سلطاته في 9 يوليو 2018 ليصبح أول رئيس تركي يدشن النظام الرئاسي

[Chunk 3]
المنظمات: المحكمة الدستورية، مجلس النواب
التواريخ: 2 يونيو 2018، 8 يونيو 2014
النص: أدى اليمين الدستورية لولايته الرئاسية الأولى لمدة أربع سنوات أمام المحكمة الدستورية في 8 يونيو 2014 ، بينما أدى اليمين الدستورية لولايته الثانية أمام مجلس النواب في 2 يونيو 2018",متى كان رجب طيب أردوغان رئيسا وزراء تركيا ؟,من مارس 2003 حتى أغسطس 2014,من مارس 2003 حتى أغسطس 2014.,0.8,0.93,0.91
"[Chunk 1]
الأشخاص: اردوغان
المنظمات: حزب الرفاه الاسلامي، قاسم باشا
الأماكن: اسطنبول
التواريخ: 1969 م، 1982، عام 1994 م
النص: كان أردوغان لاعب كرة قدم شبه محترف بين عامي 1969 م - 1982 م وكان يلعب لصالح نادي قاسم باشا وذلك قبل أن يتم انتخابه عمدة لبلدية مدينة إسطنبول من قبل حزب الرفاه الإسلامي في عام 1994 م

[Chunk 2]
الأشخاص: ip er، رجب طيب اردوغان
المنظمات: البرلمان التركي، جمهورية تركيا، حزب العدالة والتنمية
الأماكن: اسطنبول
التواريخ: 1994 م، 1998، 24 يونيو 2018، 26 فبراير 1954، 28 اغسطس 2014 م، 9 يوليو 2018، اغسطس 2014، مارس 2003
النص: رجب طيب أردوغان ( بالتركية Recep Tayyip Erdoğan ) ( ولد في 26 فبراير 1954 ) ، هو رئيس جمهورية تركيا الثاني عشر والحالي منذ 28 أغسطس 2014 م ، ويعد أول رئيس تركي اختاره الشعب بطريق الاقتراع المباشر ، انتخب رئيسا للجمهورية مرة ثانية في انتخابات مبكرة في 24 يونيو 2018 وتسلم سلطاته في 9 يوليو 2018 ليصبح أول رئيس تركي يدشن النظام الرئاسي ورئيس وزراء تركيا من مارس 2003 حتى أغسطس 2014 وقبل هذا كان عمدة مدينة إسطنبول التركية من 1994 م إلى 1998 م ورئيس حزب العدالة والتنمية الذي يملك غالبية مقاعد البرلمان التركي

[Chunk 3]
الأشخاص: رجب طيب اردوغان
المنظمات: جمهورية تركيا
التواريخ: 24 يونيو 2018، 26 فبراير 1954، 28 اغسطس 2014 م، 9 يوليو 2018
النص: رجب طيب أردوغان ( بالتركية Recep Tayyip Erdoğan ) ( ولد في 26 فبراير 1954 ) ، هو رئيس جمهورية تركيا الثاني عشر والحالي منذ 28 أغسطس 2014 م ، ويعد أول رئيس تركي اختاره الشعب بطريق الاقتراع المباشر ، انتخب رئيسا للجمهورية مرة ثانية في انتخابات مبكرة في 24 يونيو 2018 وتسلم سلطاته في 9 يوليو 2018 ليصبح أول رئيس تركي يدشن النظام الرئاسي",ماهي الرياضة التي كان فيها رجب طيب أردوغان شبه محترف ؟,كرة قدم,كان رجب طيب أردوغان لاعب كرة قدم شبه محترف.,0.92,0.91,0.92
