retrieved_context,question,reference,response,faithfullness,answer_relevance,answer_correctness
"[Chunk 1]
الأشخاص: ابن القيم، ابن تيمية
الأماكن: دمشق
التواريخ: 1328 م، 2 ه / 1313 م، 8 ه
النص: ولد ابن القيم سنة 691 ه الموافقة لسنة 1292 م ، فنشأ في مدينة دمشق ، واتجه لطلب العلم في سن مبكرة ، فأخذ عن عدد كبير من الشيوخ في مختلف العلوم منها التفسير والحديث والفقه والعربية ، وقد كان ابن تيمية أحد أبرز شيوخه ، حيث التقى به في سنة 712 ه / 1313 م ، فلازمه حتى وفاته في سنة 728 ه / 1328 م ، فأخذ عنه علما جما واتسع مذهبه ونصره وهذب كتبه ، وقد كانت مدة ملازمته له سبعة عشر عاما تقريبا

[Chunk 2]
الأشخاص: ابن تيمية، ابو بكر بن ايوب الزرعي
المنظمات: المدرسة الجوزية
النص: نشأ ابن القيم حنبلي المذهب فقد كان والده "" أبو بكر بن أيوب الزرعي "" قيما على "" المدرسة الجوزية الحنبلية "" ، و عندما شب واتصل بشيخه ابن تيمية حصل تحول بحياته العلمية ، فأصبح لا يلتزم في آرائه وفتاويه بما جاء في المذهب الحنبلي إلا عن اقتناع وموافقة الدليل من الكتاب والسنة ثم على آراء الصحابة وآثار السلف ، ولهذا يعتبره العلماء أحد المجتهدين

[Chunk 3]
الأشخاص: ابي بكر، ايوب بن سعد بن حريز الزرعي، عبد الله، محمد
المنظمات: ابن القيم، ابن قيم الجوزية
النص: أبو عبد الله شمس الدين محمد بن أبي بكر بن أيوب بن سعد بن حريز الزرعي ( 691 ه - 751 ه / 1292 م - 1350 م ) المشهور باسم "" ابن قيم الجوزية "" أو "" ابن القيم """,من أبرز شيوخ ابن القيم ؟,ابن تيمية,أبرز شيوخ ابن القيم هو ابن تيمية.,0.92,0.93,0.91
"[Chunk 1]
الأشخاص: ابراهيم بن موسى، ان بن ربيعة بن مرخان، خان بن ابراهيم، خان بن مقرن بن مرخان، ربيعة بن مانع، مانع المريدي، مانع بن ربيعة المريدي، موسى ابن ربيعة، يزيد
الأماكن: ال يزيد، الدر، القطيف، النعم، بالد، حجر اليمامة، صيبة، وادي حنيفة، والمل، والو
النص: بلدة الدرعية أسسها مانع بن ربيعة المريدي سماها بالدرعية على اسم بلدتهم التي قدموا منها ، وهي الدرعية ( بلدة أو قرية صغيرة بالقرب من القطيف ) ، وهي منسوبة إلى جده درع ، وقد قدم مانع المريدي بعد أن دعاه ابن عمه ابن درع إلى حجر اليمامة لأخذ منطقة بالقرب من وادي حنيفة هما غصيبة والملبيد ، ولما توفى مانع خلفه ابنه ربيعة بن مانع فترأس أهل البلد ، وتكاثر سكان الدرعية ، فأراد ربيعة توسعة رقعتها بالاستحواذ على جانب من أراضي آل يزيد وكانت لهم قريتا النعمية والوصيل المجاورتان للدرعية ، فقاتلهم ، وقوى موسى ابن ربيعة ، فأصبح على الإمارة في أيام أبيه ، واستقر في الحكم وقضى على شوكة جيرانه آل يزيد ، وأجلاهم عن قريتيهم وألحقهما بأراضي الدرعية ، وحكم بعده ابنه إبراهيم بن موسى ثم ولده مرخان بن إبراهيم ، بعد وفاة مرخان ، تأمر ابناه ربيعة ومقرن مشتركين معا ، وتداول الإمارة بعدهما ، ابناهما وطبان بن ربيعة بن مرخان ، ومرخان بن مقرن بن مرخان

[Chunk 2]
الأشخاص: ربيعة بن مانع، زيد بن مرخان، سعود بن محمد بن مقرن، محمد بن سعود
الأماكن: الجزيرة العربية، الدر، بالد، مانع
التواريخ: عام 1132 ه، عام 1137 ه، عام 1139 ه الموافق 1725 م، عيد الفطر، ليلة
النص: وأنشأ مانع في هذين المكانين بلدة قوية سميت بالدرعية نسبة إلى الدروع ، وأخذت مكانها في قلب الجزيرة العربية حتى أصبحت إمارة معروفة استمرت أسرة ربيعة بن مانع في إمارة الدرعية منذ ذلك العام إلى أن تولى سعود بن محمد بن مقرن عام 1132 ه وبعد وفاته ليلة عيد الفطر عام 1137 ه تولى زيد بن مرخان في فترة تقل عن السنتين ، حيث تولى بعده الأمير محمد بن سعود الذي أصبح يلقب فيما بعد بالإمام وذلك عام 1139 ه الموافق 1725 م وقاد البلاد إلى مرحلة جديدة في تاريخ المنطقة ، حيث نجح في تأسيس دولة واسعة النفوذ

[Chunk 3]
الأشخاص: عبد العزيز ال سعود، مانع بن ربيعة المريدي، محمد بن سعود
المنظمات: الدولة السعودية، المملكة العربية السعودية، امارة نجد، سلطنة نجد، مملكة الحجاز
الأماكن: الدر، القطيف، المملكة العربية السعودية
التواريخ: 115، 123، 130، 131، 189، 190، 22 جمادى الاولى 1351 ه، 23 سبتمبر 1932، 3 ه، 8 ه، القرن الخامس عشر
النص: تاريخ المملكة العربية السعودية في أواسط القرن الخامس عشر الميلادي هاجر الجد الأكبر لأسرة آل سعود مانع بن ربيعة المريدي من جوار القطيف إلى نجد حيث استقر وقام بتأسيس مدينة الدرعية وكانت بداية السعودية بتأسيس الدولة السعودية الأولى ( إمارة الدرعية ) على يد الإمام محمد بن سعود سنة 1157 ه / 1744 والتي انتهت سنة 1233 ه / 1818 ، ثم تبعتها الدولة السعودية الثانية ( إمارة نجد ) وكانت قد بدأت بعد سقوط الدولة الأولى إلى أن انتهت سنة 1308 ه / 1891 لاحقا جرت محاولات لتأسيس دولة سعودية ثالثة فتم ذلك على يد عبد العزيز آل سعود سنة 1319 ه / 1902 ، فأصبحت لاحقا سلطنة نجد ثم بعد ذلك مملكة الحجاز ونجد وملحقاتها إلى أن أصبحت تحت مسمى المملكة العربية السعودية بعد توحيد جميع أراضيها في كيان واحد ، وكان ذلك في 22 جمادى الأولى 1351 ه / 23 سبتمبر 1932 م",كيف أراد ربيعة بن مانع أن يوسع رقعة بلدة الدرعية ؟,بالاستحواذ على جانب من أراضي آل يزيد,أراد ربيعة بن مانع توسعة رقعة بلدة الدرعية بالاستحواذ على جانب من أراضي آل يزيد.,0.93,0.91,0.93
"[Chunk 1]
الأشخاص: البخاري، ع بن الجراح، عبد الله بن المبارك
التواريخ: 194 ه، 20 يوليو 810، الثالث عشر من شوال، ليلة الجمعة
النص: من أهم علماء الحديث وعلوم الرجال والجرح والتعديل والعلل عند أهل السنة والجماعة ، وأحد كبار الحفاظ الفقهاء ولد في بخارى ليلة الجمعة الثالث عشر من شوال سنة 194 ه ، الموافق 20 يوليو 810 م وتربى في بيت علم حيث كان أبوه من العلماء المحدثين الراحلين في طلب الحديث ، وتوفي والإمام البخاري صغير فنشأ البخاري يتيما في حجر أمه ، وطلب العلم منذ صغره فدخل الكتاب صبيا وأخذ في حفظ القرآن الكريم وأمهات الكتب المعروفة في زمانه ، حتى إذا بلغ العاشرة من عمره ، بدأ في حفظ الحديث ، والاختلاف إلى الشيوخ والعلماء ، وملازمة حلقات الدروس ، ثم حفظ كتب عبد الله بن المبارك ووكيع بن الجراح وهو ابن ست عشرة

[Chunk 2]
الأشخاص: ابن عساكر، اج الدين السبكي، اد بن زيد، البخاري، جي معروف، روق عمر فوزي، عبد الله بن المبارك، مالك بن انس، مصطفى جواد، وابن تغري، وابن حجر العسقلاني، وزين الدين العراقي، وصالح احمد العلي، وعبد العزيز الدوري، يد ابراهيم احمد العبيدي، ين علي محفوظ
الأماكن: اوزبكستان
التواريخ: 194 ه، الثالث عشر من شوال سنة، الجمعة، ليلة
النص: وقيل أنه عربي أصله من الجعفيين فذكر عدد من العلماء أن جده الأكبر هو الأحنف الجعفي وأن "" بردزبه "" صفة وليس اسم وتعني "" الفلاح "" وهو ما تعود العرب عليه في البلدان الأعجمية ، وممن اعتمد هذا الرأي ابن عساكر ، وابن حجر العسقلاني ، وتاج الدين السبكي ، وزين الدين العراقي ، وابن تغري ، ورجحه عدد من المعاصرين منهم مصطفى جواد ، وناجي معروف ، وعبد العزيز الدوري ، وصالح أحمد العلي ، وحسين علي محفوظ ، وفاروق عمر فوزي ولبيد إبراهيم أحمد العبيدي ولد الإمام البخاري في بخارى إحدى مدن أوزبكستان حاليا ، ليلة الجمعة الثالث عشر من شوال سنة 194 ه ، وتربى في بيت علم إذ كان أبوه من العلماء المحدثين ، واشتهر بين الناس بسمته وورعه ، ورحل في طلب الحديث وروى عن مالك بن أنس وحماد بن زيد كما رأى عبد الله بن المبارك

[Chunk 3]
الأشخاص: فاطمة بنت اسد، محمد
الأماكن: المدينة المنورة
النص: ولد في مكة وتشير مصادر التاريخ بأن ولادته كانت في جوف الكعبة ، و أمه فاطمة بنت أسد الهاشمية أسلم قبل الهجرة النبوية ، وهو ثاني أو ثالث الناس دخولا في الإسلام ، وأول من أسلم من الصبيان هاجر إلى المدينة المنورة بعد هجرة الرسول بثلاثة أيام وآخاه النبي محمد مع نفسه حين آخى بين المسلمين ، وزوجه ابنته فاطمة في السنة الثانية من الهجرة",أين ولد الامام البخاري ؟,بخارى,"ولد الإمام البخاري في بخارى، إحدى مدن أوزبكستان حالياً.",0.7,0.93,0.92
"[Chunk 1]
التواريخ: 1977
النص: درب الزلق , هو مسلسل كويتي كوميدي يعد من أشهر وأبرز المسلسلات الخليجية والعربية على الإطلاق والذي عرض في أغلب محطات التلفزيون العربية وهو من إنتاج سنة 1977

[Chunk 2]
الأشخاص: سعد الفرج، وخالد النفيسي، وعبد العزيز النمش، وعلي المفيدي
الأماكن: بالخ
النص: قدم أشهر المسلسلات الخليجية على الإطلاق والذي لا يزال المسلسل الأول بالخليج وهو مسلسل درب الزلق مع سعد الفرج وخالد النفيسي وعبد العزيز النمش وعلي المفيدي

[Chunk 3]
الأشخاص: زهرة، عدنان، علي المفيدي، فارس، همام
المنظمات: معهد الدراسات التجارية
التواريخ: 10 سبتمبر 1939، 28 اكتوبر 2008، عام 1985
النص: علي المفيدي ( 10 سبتمبر 1939 - 28 أكتوبر 2008 ) ، ممثل ومخرج كويتي عمل بالإذاعة قبل الانتقال إلى التمثيل ، اشتهر بدور « قحطة » بمسلسل درب الزلق ، اشترك في دبلجة بعض المسلسلات الكرتونية ، فقام بتمثيل دور « فارس » في مغامرات عدنان ، وشخصية « همام » في الرجل الحديدي ، بدأ دراسته على يد « المطوعة زهرة » وتعلم القراءة والكتابة وحفظ القرآن ، وبعدها أكمل تعليمه في « معهد الدراسات التجارية » في عام 1985 ، وتميز في اللغة العربية واللغة الإنجليزية والطباعة على الآلة الكاتبة",من مخرج مسلسل درب الزلق ؟,حمدي فريد,"لم يتم ذكر اسم المخرج بشكل صريح في السياق، ولكن يمكن الاستنتاج أن علي المفيدي هو أحد الممثلين والمخرجين في المسلسل، حيث تم الإشارة إلى اشتهاره بدور ""قحطة"" في المسلسل.",0.74,0.41,0.33
"[Chunk 1]
الأشخاص: لمحمد انور السادات، محمد حسني مبارك
المنظمات: للمجلس الاعلى للقوات المسلحة، ورية مصر العربية
الأماكن: المنوفية، كفر المصيلحة
التواريخ: 1 رجب 1441 ه، 11 فبراير 2011، 14 اكتوبر 1981، 25 فبراير 2020، 4 مايو 1928
النص: محمد حسني مبارك وشهرته حسني مبارك ( 4 مايو 1928 - 1 رجب 1441 ه / 25 فبراير 2020 ) من مواليد كفر المصيلحة بمحافظة المنوفية ، هو الرئيس الرابع لجمهورية مصر العربية من 14 أكتوبر 1981 خلفا لمحمد أنور السادات ، وحتى في 11 فبراير 2011 بتنحيه تحت ضغوط شعبية وتسليمه السلطة للمجلس الأعلى للقوات المسلحة

[Chunk 2]
الأشخاص: علاء الدين محمد حسنى، لمحمد حسني مبارك
المنظمات: ورية مصر العربية
التواريخ: 26 نوفمبر 1960
النص: علاء الدين محمد حسنى السيد مبارك ( 26 نوفمبر 1960-) هو الابن الأكبر لمحمد حسني مبارك الرئيس الأسبق لجمهورية مصر العربية

[Chunk 3]
الأشخاص: مبارك بن صباح الصباح
الأماكن: الكويت
التواريخ: 28 نوفمبر 1915
النص: الشيخ مبارك بن صباح الصباح ( 1837 - 28 نوفمبر 1915 ) حاكم الكويت السابع والمؤسس الحقيقي لها",من هو محمد حسني مبارك ؟,الرئيس الأسبق لجمهورية مصر العربية,"محمد حسني مبارك، المعروف بحسني مبارك، هو الرئيس الرابع لجمهورية مصر العربية من 14 أكتوبر 1981 حتى تنحيه في 11 فبراير 2011 تحت ضغوط شعبية.",0.9,0.92,0.91
"[Chunk 1]
المنظمات: بريطانيا، جمهورية شمال قبرص التركية
التواريخ: 1960، 1974، 1983
النص: استقلت سنة 1960 عن بريطانيا تم تقسيمها بعد التدخل العسكري التركي سنة 1974 إلى جزئين ذو أغلبية سكانية يونانية ( في الوسط والجنوب ) وجزء ذو أغلبية سكانية تركية ( في الشمال ) أعلن في سنة 1983 قيام جمهورية شمال قبرص التركية في القسم التركي

[Chunk 2]
المنظمات: جمهورية قبرص
الأماكن: جنوب شرق اوروبا، شرق حوض البحر الابيض المتوسط، قبرص، وشمال غرب اسيا
النص: قبرص رسميا جمهورية قبرص دولة قائمة على جزيرة في شرق حوض البحر الأبيض المتوسط في جنوب شرق أوروبا وشمال غرب آسيا

[Chunk 3]
الأماكن: جمهورية قبرص
التواريخ: عام 2011
النص: وفقأ لتعداد عام 2011 فإن 94 8 % من سكان جمهورية قبرص ( الشطر اليوناني من الجزيرة ) هم من المسيحيين الأرثوذكس ، و 0",اين توجد اغلبية السكان الاتراك في قبرص ؟,( في الشمال ),تقع الأغلبية التركية للسكان في الجزء الشمالي من قبرص.,0.92,0.92,0.92
"[Chunk 1]
الأماكن: بيروت
التواريخ: عام 2006
النص: حصلت في عام 2006 على جائزة أفضل مذيعة في المهرجان العربي الرابع للإعلام في بيروت

[Chunk 2]
المنظمات: الجزيرة، العربية، قناة
الأماكن: الدوحة
التواريخ: 1 نوفمبر 1996
النص: قناة الجزيرة هي قناة تلفزيونية إخبارية تابعة لشبكة الجزيرة الإعلامية ، تأسست في 1 نوفمبر 1996 ، ويقع ومقرها في العاصمة القطرية الدوحة في البداية بدأت بوصفها قناة فضائية للأنباء العربية والشؤون الجارية ومنذ ذلك الحين مع نفس الاسم "" الجزيرة "" ، توسعت القناة لتصبح شبكة إعلامية دولية بعدد من المنافذ ، منها شبكة الإنترنت وقنوات تلفازية متخصصة في لغات متعددة في عدة مناطق من العالم

[Chunk 3]
المنظمات: اسبانيا، المغرب
الأماكن: الصحراء الغربية، المحيط الاطلسي، المغرب العربي، المغرب الكبير، ساحل البحر الابيض المتوسط، شمال افريقيا، موريتانيا، والجزاير، والمغرب، وتونس، وليبيا
النص: المغرب العربي أو المنطقة المغاربية أو المغرب الكبير ( تاريخيا بلاد المغرب ، بلد المغرب أو ببساطة "" المغرب "") هي منطقة تقع في شمال أفريقيا ، ممتدة على ساحل البحر الأبيض المتوسط وحتى المحيط الأطلسي ، وهي تشمل بالأساس خمسة دول هي موريتانيا والمغرب والجزائر وتونس وليبيا كما تشمل أراضي الصحراء الغربية المتنازع عليها ( التي تسيطر عليها المغرب في الغالب ) ومدينتي مليلية وسبتة ( التي تسيطر عليها إسبانيا وتعد جزء من المغرب ) وتبلغ مساحتها مجتمعة حوالي 5",أين أقاموا المهرجان العربي الرابع للإعلام ؟,في بيروت,أقيم المهرجان العربي الرابع للإعلام في بيروت.,0.76,0.92,0.91
"[Chunk 1]
الأشخاص: سعود، طلال بن عبدالعزيز
المنظمات: السعودية، الملك
الأماكن: فرنسا
النص: والده هو الأمير طلال بن عبدالعزيز شغل منصب سفير السعودية في فرنسا ، ووزير مالية الملك سعود لفترة وجيزة

[Chunk 2]
الأشخاص: الوليد بن طلال، رياض الصلح، منى الصلح
المنظمات: للبنان
الأماكن: الرياض
التواريخ: 194، 7 مارس 1955
النص: ولد الوليد بن طلال في 7 مارس 1955 في الرياض ، لأم لبنانية وأب سعودي أمه هي منى الصلح ابنة رياض الصلح أول رئيس وزراء للبنان المستقل في سنة 1943

[Chunk 3]
الأشخاص: احمد الكبير، رشيد، سارة، عبد الرحمن بن فيصل بن تركي ال سعود، مبارك الصباح، محمد بن تركي بن سليمان السديري
المنظمات: ال سعود، الدولة السعودية، حايل
الأماكن: البحرين، الرياض، الكويت
النص: ولد في الرياض لأسرة آل سعود الحاكمة في نجد ، ولما بلغ العاشرة من عمره انتقل مع عائلته إلى قطر ثم البحرين ثم إلى الكويت واستقبلهم أميرها مبارك الصباح بعد انتصار آل رشيد أمراء حائل على آل سعود ، والده عبد الرحمن بن فيصل بن تركي آل سعود آخر أئمة الدولة السعودية الثانية وأمه سارة بنت أحمد الكبير بن محمد بن تركي بن سليمان السديري",اين شغل والد الوليد منصب سفير السعودية ؟,في فرنسا,لم يذكر السياق أن والد الوليد بن طلال شغل منصب سفير السعودية في أي مكان.,0.9,0.2,0.3
"[Chunk 1]
الأشخاص: ادريس الاول، القذافي
المنظمات: للجيش الليبي، للقوات المسلحة، ليبيا، مجلس قيادة الثورة
الأماكن: ليبيا
التواريخ: 1969، الاول من سبتمبر / ايلول 1969، الفاتح من سبتمبر، عام 1977
النص: بعد انضمامه للجيش الليبي كون القذافي مجموعة الضباط الوحدويين الأحرار ، ولعب الملازم القذافي دورا جوهريا في الإنقلاب على الحكم السنوسي ذي الملكية الدستورية في ليبيا في الأول من سبتمبر / أيلول 1969 وأطاح بحكم الملك إدريس الأول ، سمى انقلابه بثورة الفاتح من سبتمبر وحكم ليبيا وهو شاب دون الثلاثين من العمر وأعلن الجمهورية في ليبيا أطلق على نفسه لقب قائد الثورة وشغل منصب رئيس مجلس قيادة الثورة حتى عام 1977 حين أعلن ليبيا أول جماهيرية في العالم وقدم نظام الحكم الجماهيري الجديد كما كان يشغل منصب القائد الأعلى للقوات المسلحة منذ سنة 1969

[Chunk 2]
الأشخاص: ادريس، القذافي
المنظمات: المملكة الليبية، لمجلس قيادة الثورة، ماهير، ية العربية الليبية الشعبية
الأماكن: الجمهورية، الليبية، ليبيا
التواريخ: 1969، 1977، 2011، العام 1969، عام 1977
النص: كان سياسيا وثوريا ليبيا وفي الواقع كان حاكم ليبيا لأكثر من 42 سنة رئيس مجلس قيادة الثورة في الجمهورية العربية الليبية 1969 - 1977 بعدها صار يعرف ب الأخ القائد للجماهيرية العربية الليبية الشعبية الإشتراكية العظمى 1977 - 2011 وصل القذافي إلى السلطة في إنقلاب عسكري خلع به الملك إدريس ملك المملكة الليبية في العام 1969 وظل رئيسا لمجلس قيادة الثورة حتى عام 1977 ، عندما تنحى رسميا من رئاسة مجلس قيادة الثورة ، ونصب نفسه "" قائدا للثورة ""

[Chunk 3]
الأشخاص: العقيد القذافي، معمر محمد عبد السلام القذافي
التواريخ: 20 اكتوبر 2011، 7 يونيو 1942
النص: معمر محمد عبد السلام القذافي ( 7 يونيو 1942 - 20 أكتوبر 2011 ) المعروف باسم العقيد القذافي",ماذا كون القذافي بعد انضمامه للجيش الليبي ؟,مجموعة الضباط الوحدويين الأحرار,كون القذافي مجموعة الضباط الوحدويين الأحرار.,0.93,0.93,0.93
"[Chunk 1]
الأشخاص: بيتر مينويت، وفان، ي دي فيرازانو
المنظمات: القوات البريطانية، للولايات المتحدة
الأماكن: جزيرة مانهاتن، نيو _، نيو امستردام، ويورك
التواريخ: 24 يونيو 1664، اكتوبر 1664، عام 1524 م، عام 1614 م، عام 1785 م، عام 1790 م
النص: وصل أول مستكشفيها الأوربيين جيوفاني دي فيرازانو في عام 1524 م ، فتعاقب المستكشفون من بعده ، ثم شهد المكان في عام 1614 م تأسيس مستعمرة فراء تجارية هولندية سميت في 1625 م "" نيو أمستردام "" على طرف مانهاتن الجنوبي ، واشترى بيتر مينويت جزيرة مانهاتن من الهنود الحمر في نفس العام ، حتى غزتها القوات البريطانية في 24 يونيو 1664 وسقطت في يدهم في أكتوبر 1664 من أيدي الهولنديين وغير اسمها إلى "" نيو _ يورك "" ، ثم أصبحت عاصمة للولايات المتحدة من عام 1785 م إلى عام 1790 م بعيد الثورة الأمريكية ، وفي رأي سميت بنيويورك إحياءا لإسم مدينة يورك البريطانية والتي ترجع اليها أغلبية أصول المهاجرين الجديد لهذه المدينة .

[Chunk 2]
الأماكن: كندا
التواريخ: القرن الخامس عشر الميلادي
النص: وحين استعمرهم الأوربيون ( في القرن الخامس عشر الميلادي ) واجهوا تحديات كبيرة ، ورغم أن البعض تعايش وتبادل التجارة مع المستعمر واستوعب تقنياته إلا أن المستعمر الأوربي استولى على أراضيهم وعمل على إبادتهم في ( كندا ) و ()

[Chunk 3]
الأشخاص: كريست، وفر كولمبس
النص: الأمريكان القدماء أو الأمريكان الأصليون وأحيانا باسم الهنود الأمريكان أو الهنود الحمر هي أسماء تطلق على عرقيات السكان الأصليين للأمريكيتين قبل عصر كريستوفر كولمبس () وتطلق أيضا على السلالات التي انحدرت عنهم",ماذا فعل المستعمر الأوروبي بالهنود الحمر ؟,استولى على أراضيهم وعمل على إبادتهم في ( كندا ),استولى المستعمر الأوروبي على أراضي الهنود الحمر وعمل على إبادتهم في كندا.,0.9,0.93,0.92
"[Chunk 1]
النص: إن علم الأرض ( والمعروف أيضا باسم العلوم الأرضية أو العلوم الجغرافية أو علوم الأرض ) ، هو مصطلح يشمل كافة العلوم المتعلقة بكوكب الأرض هناك أربعة تخصصات رئيسية في علوم الأرض ، ألا وهي الجغرافيا والجيولوجيا والجيوفيزياء وعلم تقسيم الأرض تستخدم هذه التخصصات الرئيسية الفيزياء والكيمياء والبيولوجيا وعلم التسلسل الزمني والرياضيات لبناء فهم نوعي وكمي لمناطق الأرض أو أغلفتها الرئيسية

[Chunk 2]
النص: تميز علوم الأرض عموما بين أربعة أغلفة وهي الغلاف الصخري ، والغلاف المائي ، والغلاف الجوي ، والمحيط الحيوي كنظائر للصخور والماء والهواء والحياة على التوالي

[Chunk 3]
الأماكن: الشرق الاوسط
النص: تشير الأبحاث الجيولوجية واستنادا إلى دراسة المتحجرات وطبقات علم الأرض إن هناك دلائل على حدوث فيضان في منطقة الشرق الأوسط في العصور القديمة ولكن الأبحاث لم تؤكد المعتقد الديني السائد أن الطوفان المذكور قد شمل جميع بقاع الأرض",ما هي العلوم التي يشملها علم الأرض ؟,الجغرافيا والجيولوجيا والجيوفيزياء وعلم تقسيم الأرض,"يشمل علم الأرض التخصصات الرئيسية في الجغرافيا والجيولوجيا والجيوفيزياء وعلم تقسيم الأرض، والتي تستخدم الفيزياء والكيمياء والبيولوجيا وعلم التسلسل الزمني والرياضيات لدراسة كوكب الأرض وأغلفته الرئيسية.",0.9,0.92,0.92
"[Chunk 1]
المنظمات: باير
النص: يظهر البرنامج في المرتبة 21 في قائمة "" دليل التلفزيون لأفضل 50 برنامج تلفزيوني في التاريخ "" ، والمرتبة 7 في أفضل 50 برنامج تلفزيوني في التاريخ حسب مجلة "" إمباير ""

[Chunk 2]
النص: تلقى "" فريندز "" إشادة في جميع مواسمه ، ليصبح واحدا من البرامج التلفزيونية الأكثر شعبية في كل العصور

[Chunk 3]
الأشخاص: ا كوفمان، ديفيد كرين
المنظمات: ان بي سي
التواريخ: 22 سبتمبر 1994، 6 مايو 2004
النص: أصدقاء أو فريندز هو كوميديا موقف ( سيت كوم ) أمريكي تم عمله بواسطة ديفيد كرين ومارتا كوفمان ، وتم بثه على شبكة إن بي سي من 22 سبتمبر 1994 إلى 6 مايو 2004 ، استمر لعشرة مواسم",في أي مرتبة ظهر مسلسل فريندز في قائمة دليل التلفزيون لأفضل 50 برنامج تلفزيوني في التاريخ ؟,في المرتبة 21,"احتل مسلسل ""فريندز"" المرتبة الحادية والعشرين في قائمة ""دليل التلفزيون لأفضل 50 برنامج تلفزيوني في التاريخ"".",0.9,0.93,0.91
"[Chunk 1]
الأشخاص: ت جرجس فغالي، جاني، صباح، فيروز، يع الصافي
التواريخ: 10 نوفمبر 1927، 26 نوفمبر 2014، عقد 2000، منتصف العقد 1940
النص: جانيت جرجس فغالي ( 10 نوفمبر 1927 - 26 نوفمبر 2014 ) مغنية وممثلة لبنانية اشتهرت فنيا باسم صباح إحدى أيقونات الفن العربي ، وواحدة من الأيقونات اللبنانية إلى جانب فيروز ووديع الصافي ، امتدت حياتها المهنية من منتصف العقد 1940 حتى عقد 2000 ، لتترك خلفها إرثا فنيا تلفزيونيا سينيمائيا ومسرحيا كبيرا خلدها كأسطورة في المجال الفني على مر العصور ، اشتهرت بألقاب كثير منها "" الشحرورة "" و "" الصبوحة "" و "" صوت لبنان ""

[Chunk 2]
الأشخاص: جاني
الأماكن: جبل لبنان، قضاء بعبدا، وادي شحرور
التواريخ: 10 نوفمبر 1927
النص: من مواليد 10 نوفمبر 1927 ، في عائلة متواضعة ، نشأت الفتاة الصغيرة "" جانيت "" في وادي شحرور إحدى القرى اللبنانية من قرى قضاء بعبدا في محافظة جبل لبنان

[Chunk 3]
الأماكن: الدقهلية، القاهرة، بالخ
التواريخ: 3 فبراير 1975 م، 31 ديسمبر 1898، 4 مايو 1908 م
النص: هي مغنية وممثلة مصرية ، ولدت في محافظة الدقهلية بالخديوية المصرية في 31 ديسمبر 1898 م أو رسميا حسب السجلات المدنية في 4 مايو 1908 م ، وتوفيت في القاهرة بعد معاناة مع المرض في 3 فبراير 1975 م",من هي جانيت جرجس فغالي ؟,مغنية وممثلة لبنانية,"جانيت جرجس فغالي، المعروفة فنيا باسم صباح، هي مغنية وممثلة لبنانية اشتهرت بألقاب ""الشحرورة"" و""الصبوحة"" و""صوت لبنان""، وتركت إرثا فنيا كبيرا امتد من منتصف الأربعينيات حتى عقد 2000.",0.9,0.93,0.92
"[Chunk 1]
الأماكن: المحيط الاطلسي، فلوريدا، مثلث الشيطان، مثلث برمودا، ورت لودرديل
النص: مثلث برمودا ( المعروف أيضا باسم "" مثلث الشيطان "") هو منطقة جغرافية على شكل مثلث متساوي الأضلاع ( نحو 1500 كيلومتر في كل ضلع ) ومساحته حوالي مليون كم 2 ، يقع في المحيط الأطلسي بين برمودا ، وبورتوريكو ، وفورت لودرديل ( فلوريدا ) ، ويعتبر شقيق مثلث التنين

[Chunk 2]
المنظمات: ريطانيا
الأماكن: احل الجنوبي الشرقي لولاية فلوريدا، المحيط الاطلسي، بالولايات المتحدة الامريكية، وجزر البهاما، وجزر برمودا
النص: تقع منطقة برمودا في الجزء الغربي من المحيط الأطلسي مجاورة للساحل الجنوبي الشرقي لولاية فلوريدا ، بالولايات المتحدة الأمريكية ، ويشمل المثلث فلوريدا ( بالولايات المتحدة الأمريكية ) وجزر برمودا ( تابعة لبريطانيا ) وجزر البهاما

[Chunk 3]
الأماكن: الجزيرة، جزر برمودا
النص: وسميت بهذا الاسم نسبة إلى جزر برمودا المكونة من مجموعة من الجزر التي يبلغ عددها 300 جزيرة ، ليست كلها مأهولة بالسكان وإنما المأهول منها ثلاثون جزيرة ، عاصمتها "" هاملتون "" وتقع في الجزيرة الأم",ما الاسم الآخر لمثلث برمودا ؟,مثلث الشيطان,"مثلث برمودا يُعرف أيضًا باسم ""مثلث الشيطان"".",0.92,0.93,0.93
